Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YAL064C-A_mRNA,4.741917805904486,5.685754910150558,2.0078391856598063,2.8317780381809476,0.004628996939257097,0.034119131974897604
YAL063C_mRNA,36.28819802100396,4.383126000629772,0.6247959522249859,7.015291928542184,2.2946932422580055e-12,3.524903786024103e-10
YAL062W_mRNA,61.159845264939825,0.8821717615285499,0.34695171048544343,2.542635573965738,0.011001991032475471,0.06671163422104096
YAL061W_mRNA,46.85733971620882,0.9079984495797679,0.374871966939413,2.4221561750615486,0.01542871822066044,0.0872400938243888
YAL060W_mRNA,11.694448882679334,-0.4779702042819418,0.5012650957992738,-0.953527800533991,0.34032271739040354,0.6047508442059548
YAL059C-A_mRNA,283.34635540372045,0.04130554462959427,0.29382587697070184,0.14057830799468,0.8882030857500437,0.9564229248088242
YAL058W_mRNA,8.811580547832166,1.2597966840938026,0.5795578538071606,2.173720321134638,0.029726145582809414,0.14171171126977247
YAL056C-A_mRNA,113.56151449826321,0.13447598165711205,0.3110188409297797,0.4323724609579951,0.6654707301665712,0.8333453663544246
YAL054C_mRNA,64.66043039018042,-0.4971949252440019,0.3388475961249412,-1.4673113545142997,0.14229137632170347,0.3708158864557117
YAL048C_mRNA,6.881262382861223,0.6808397322261638,0.6295693967460955,1.0814371469532302,0.2795027052019523,0.546552319578075
YAL047W-A_mRNA,20.25979224539715,0.5888147620463288,0.45295307760652076,1.2999464870792439,0.19361931067695715,0.4465032477245926
YAL046C_mRNA,11.89134612770514,1.117347828877109,0.5495871211168684,2.0330677083670374,0.04204568288360604,0.1757059207807473
YAL045C_mRNA,125.95636609924732,0.04530753680293453,0.3087695411440955,0.1467357713945967,0.8833405827074176,0.9543033822376366
YAL044W-A_mRNA,10.98873011603502,0.5646507029037241,0.5199306518183698,1.0860115689062635,0.27747387392999456,0.5449878801439779
YAL044C_mRNA,11.363750707304087,-0.2376299749655525,0.49678706461854394,-0.47833366021318563,0.6324127424630961,0.811801872288979
YAL042C-A_mRNA,632.416778677775,0.22161778072593824,0.28189748530561665,0.7861644472836403,0.431771151716957,0.6814225949855419
YAL039C_mRNA,8.619272329469993,-1.9248866965243727,0.6193123095649677,-3.1081034024279255,0.0018829217624377953,0.016740445894342457
YAL037C-B_mRNA,14340.027724373891,0.3942986114432733,0.2727373187298099,1.445708322130604,0.1482590291647221,0.3799223499911554
YAL037C-A_mRNA,242.4670264433902,0.5940856223930192,0.29627815954266473,2.0051617146199723,0.04494576155005493,0.1841111565717065
YAL037W_mRNA,23.704258475640703,-0.5387217791200714,0.4230828918397098,-1.2733244229695129,0.20290294364710715,0.4594812769731787
YAL034C-B_mRNA,89.26517075354131,-0.5134028101906923,0.33595502935213994,-1.5281890888216347,0.12646559707181662,0.34538137731464047
YAL031W-A_mRNA,58.209411382423276,0.14737966779590317,0.34273166851230363,0.4300147355382551,0.6671849221935306,0.8343583491022669
YAL030W_mRNA,15.482261720313417,0.10666015359728,0.4635422847587541,0.23009800206854958,0.8180156173642653,0.9217768743220891
YAL029C_mRNA,10.570374857616548,-1.164201189856026,0.5414053721422372,-2.1503318026740392,0.0315289785228153,0.1477586874840412
YAL026C-A_mRNA,66.84358925965199,0.2006822409125238,0.3408418631009263,0.5887840158094079,0.5560061697127257,0.7603396188589908
YAL019W-A_mRNA,87.262063262383,-0.2033756179581774,0.32354547113693344,-0.6285843447090106,0.5296212121325304,0.7454704659210895
YAL016C-B_mRNA,43.15442174870259,0.5477869697910146,0.39229803001817654,1.3963541182341235,0.1626078844035308,0.40469018935712214
YAL016C-A_mRNA,223.28822623425958,-0.40460703895727673,0.30230260720309976,-1.3384172988142458,0.18076044289313808,0.4309508788051486
YAL016W_mRNA,10.213588267708365,-0.3984771451446996,0.5889427768476382,-0.6765973891004817,0.498661436120181,0.7257417601817273
YAL011W_mRNA,11.677730799873311,0.8422855256270889,0.5453570750951858,1.544466119707125,0.12247545285094445,0.33932327368022186
YAL010C_mRNA,7.8738423876898365,-0.38918799305774426,0.5656924149054476,-0.6879851714518656,0.491462119404533,0.722036053295419
YAL007C_mRNA,6.233596361569024,0.5798731229450628,0.622122125100012,0.9320888930800247,0.3512905875760336,0.6171019533975431
YAL004W_mRNA,231.98409142415537,0.5341059704299996,0.30096562521213094,1.7746411074472153,0.07595716515569612,0.2576951676754598
YAR002W_mRNA,10.62089080471066,0.06659405284550654,0.5118149764705706,0.13011352912088084,0.8964766064237694,0.9595480080423608
YAR007C_mRNA,18.370964856272707,0.8297363708203807,0.45162913944906197,1.837207341919009,0.0661792922379428,0.23982404067878355
YAR015W_mRNA,11.653817574347011,0.4294026538216764,0.5061346287444325,0.8483961172285228,0.3962174043127009,0.6575877088383062
YAR018C_mRNA,101.05957304868328,-0.5702428615222018,0.32462923284933837,-1.7565973850138557,0.07898645902531919,0.2636778663705435
YAR019C_mRNA,33.920561918295626,-0.45386732695694737,0.38642043993399194,-1.1745427520202518,0.24017769831757896,0.5035145588177075
YAR019W-A_mRNA,7.7664828023103745,-0.2623347657042292,0.6219350109429622,-0.4218041452699114,0.6731679797802261,0.8367114389844602
YAR030C_mRNA,31.756727249259438,2.1435893416667104,0.45459847743544557,4.715346504808976,2.4129974588811895e-06,7.413264415340544e-05
YAR031W_mRNA,8.35795191433199,2.0180807757514616,0.7041143449986956,2.866126489377517,0.004155281809301078,0.031340143355140605
YAR033W_mRNA,4.557798812799388,0.7551614315352819,0.7114893923445358,1.0613811529175943,0.2885167185622537,0.5551487312627916
YAR035W_mRNA,40.80337651960669,0.8276754680595029,0.3905280935087475,2.1193749740848378,0.034058790048148144,0.1538767230116497
YAR050W_mRNA,17.307844796840364,3.0889236626733387,0.605569617606606,5.1008564050516565,3.3812002510751204e-07,1.2984748186420428e-05
YBL107C_mRNA,10.18928570103245,0.06929905895004189,0.5265806252898177,0.13160199145553694,0.8952991102742757,0.9594641262001546
YBL106C_mRNA,33.92824582238239,0.23335516307853568,0.37709402963156624,0.6188248679156539,0.536031737936882,0.7501432546032011
YBL100C_mRNA,559.2521318042642,-1.7727831475022684,0.2849996210799016,-6.220300015785833,4.962051526521723e-10,3.920020705952162e-08
YBL096C_mRNA,278.12165665218873,-0.5036971894834349,0.29654735262927423,-1.698538816878689,0.08940611291089887,0.28349530068650847
YBL095W_mRNA,16.08683924911658,0.3289412938033362,0.4506851012279408,0.7298694651922145,0.4654699784337458,0.7013757440704671
YBL094C_mRNA,501.54030588003343,-0.7070396896567315,0.28454790571421384,-2.4847826164176654,0.012963056643582075,0.07609947265287567
YBL092W_mRNA,12.063263296640082,0.5803349322070174,0.49917635858761705,1.162584970668548,0.24499793148436644,0.5097210538406871
YBL091C-A_mRNA,24.811856564700054,-0.632286718528662,0.40743585249356185,-1.5518681398776835,0.12069377761721306,0.33674903643955006
YBL089W_mRNA,15.294880964968849,-0.00732856606107895,0.46280064188788284,-0.015835254746371666,0.9873658227381663,0.9941975600404332
YBL088C_mRNA,14.849131128900595,0.9957122402390678,0.546468237662206,1.8220862103509072,0.06844190572885138,0.24418305721325687
YBL081W_mRNA,5.240960759713274,1.2954907375326594,0.7565011907231525,1.712476799004477,0.08680883666902972,0.27813028202765605
YBL080C_mRNA,7.642566047759139,0.4809181239507497,0.6572299160635252,0.7317349867930631,0.46433033740498564,0.700469536043944
YBL077W_mRNA,642.6421235584238,-0.3660592038291387,0.28814128391838956,-1.270415675432396,0.20393660244919243,0.4599385854584152
YBL073W_mRNA,42.34586125662673,0.03034589132292284,0.3601286964569225,0.08426401900619636,0.9328465192984875,0.9725945044722165
YBL072C_mRNA,16.60567748136164,-0.358450824192544,0.46470178386387434,-0.7713566778507255,0.4404955460628812,0.6873420907809631
YBL071C_mRNA,151.76569456208264,-0.41737019315204166,0.3177847563657139,-1.3133738632564318,0.18905700021419003,0.44001902827629247
YBL070C_mRNA,50.126120842683385,-0.3683926793083094,0.35607336785341337,-1.0345976772404037,0.3008568392103036,0.5638077101970271
YBL069W_mRNA,13.340794322399889,-0.6315363335258379,0.4927188208313294,-1.2817377920743753,0.19993464290903962,0.455745496820688
YBL066C_mRNA,20.593628216443886,-0.04506074446989471,0.428836736231738,-0.10507668924507543,0.9163149561783073,0.965145886008323
YBL065W_mRNA,16.771967957373167,-0.6124583643619763,0.4632391560474205,-1.3221213197687474,0.1861277555040457,0.4367165015825758
YBL063W_mRNA,11.319272977279299,-0.09737011749046658,0.5154938735822053,-0.18888705080786775,0.8501813428444652,0.9426970167767706
YBL062W_mRNA,197.90181625700384,-0.04506468429193939,0.3053670626688472,-0.14757545852549728,0.8826778242604962,0.9543033822376366
